,Survey Year,SalaryUSD,PostalCode,EmploymentStatus,JobTitle,YearsWithThisTypeOfJob,HowManyCompanies,OtherPeopleOnYourTeam,Gender,OtherJobDuties
279,2020,85000.0,63126,Full time employee,Engineer,5,2 (I worked at another similar position elsewhere before this one),More than 5,Male,Not Asked
280,2020,90000.0,14568,Full time employee,Analyst,5,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
281,2020,80000.0,60523,Full time employee,Analyst,4,1 (this is the only company where I've had this kind of position),1,Male,Not Asked
282,2020,90000.0,44121,Full time employee,Developer: T-SQL,9,2 (I worked at another similar position elsewhere before this one),More than 5,Male,Not Asked
283,2020,65000.0,95037,Full time employee,Analyst,4,2 (I worked at another similar position elsewhere before this one),3,Female,Not Asked
285,2020,64000.0,28054,Full time employee,Analyst,2,1 (this is the only company where I've had this kind of position),3,Male,Not Asked
286,2020,107500.0,,Full time employee,Analyst,2,2 (I worked at another similar position elsewhere before this one),1,Male,Not Asked
287,2020,75000.0,78728,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",6,1 (this is the only company where I've had this kind of position),More than 5,Male,Not Asked
288,2020,60000.0,,Full time employee,Analyst,1,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
289,2020,65000.0,60618,Full time employee,Analyst,5,2 (I worked at another similar position elsewhere before this one),2,Male,Not Asked
290,2020,80000.0,33132,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),19,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
291,2020,165000.0,,Full time employee,"Developer: App code (C#, JS, etc)",15,2 (I worked at another similar position elsewhere before this one),More than 5,Male,Not Asked
292,2020,72500.0,95821,Full time employee,Analyst,4,3,None,Male,Not Asked
293,2020,61000.0,78539,Full time employee,Analyst,3,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
294,2020,122000.0,60607,Full time employee,Analyst,3,3,2,Male,Not Asked
295,2020,113000.0,60601,Full time employee,Manager,2,1 (this is the only company where I've had this kind of position),1,Male,Not Asked
296,2020,70000.0,46260,Full time employee,Analyst,6,2 (I worked at another similar position elsewhere before this one),4,Male,Not Asked
298,2020,55000.0,37129,Full time employee,Analyst,1,1 (this is the only company where I've had this kind of position),1,Male,Not Asked
299,2020,105000.0,30066,Full time employee,Manager,8,1 (this is the only company where I've had this kind of position),More than 5,Male,Not Asked
300,2020,83500.0,,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",5,2 (I worked at another similar position elsewhere before this one),More than 5,Male,Not Asked
302,2020,150000.0,,Full time employee,Developer: T-SQL,12,4,5,Male,Not Asked
304,2020,46820.0,83201,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",3,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
305,2020,115000.0,,Full time employee,Developer: T-SQL,6,3,None,Male,Not Asked
306,2020,155000.0,95991,Full time employee,Manager,25,3,None,Male,Not Asked
307,2020,115000.0,,Full time employee,Developer: T-SQL,6,3,None,Male,Not Asked
308,2020,110000.0,35802,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",4,3,None,Male,Not Asked
309,2020,127000.0,34695,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",4,2 (I worked at another similar position elsewhere before this one),None,Male,Not Asked
312,2020,80000.0,90201,Full time employee,"Developer: App code (C#, JS, etc)",1,1 (this is the only company where I've had this kind of position),2,Male,Not Asked
313,2020,135000.0,94122,Full time employee,Data Scientist,6,2 (I worked at another similar position elsewhere before this one),3,Male,Not Asked
314,2020,85000.0,19130,Full time employee,Engineer,4,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
315,2020,60000.0,40299,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,1 (this is the only company where I've had this kind of position),1,Male,Not Asked
316,2020,92500.0,37027,Full time employee,Analyst,2,1 (this is the only company where I've had this kind of position),4,Male,Not Asked
317,2020,92500.0,37027,Full time employee,Analyst,2,1 (this is the only company where I've had this kind of position),4,Male,Not Asked
318,2020,110000.0,78750,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),1,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
319,2020,92500.0,37027,Full time employee,Analyst,2,1 (this is the only company where I've had this kind of position),4,Male,Not Asked
320,2020,167000.0,80524,Full time employee of a consulting/contracting company,Architect,1,1 (this is the only company where I've had this kind of position),More than 5,Male,Not Asked
321,2020,90000.0,85044,Full time employee,Developer: T-SQL,3,3,2,Male,Not Asked
323,2020,150000.0,66062,Full time employee,Architect,20,2 (I worked at another similar position elsewhere before this one),3,Male,Not Asked
325,2020,108000.0,21211,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),15,2 (I worked at another similar position elsewhere before this one),3,Male,Not Asked
326,2020,125000.0,77079,Full time employee,Analyst,5,1 (this is the only company where I've had this kind of position),4,Male,Not Asked
327,2020,110000.0,95826,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),22,6 or more,1,Male,Not Asked
329,2020,122000.0,97477,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),23,3,1,Female,Not Asked
330,2020,106956.0,98053,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",20,2 (I worked at another similar position elsewhere before this one),4,Male,Not Asked
334,2020,60000.0,,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",2,1 (this is the only company where I've had this kind of position),3,Male,Not Asked
339,2020,80000.0,15222,Full time employee,Data Scientist,1,2 (I worked at another similar position elsewhere before this one),3,Male,Not Asked
340,2020,94000.0,17110,Full time employee,Manager,4,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
341,2020,77000.0,67202,Full time employee,Analyst,2,1 (this is the only company where I've had this kind of position),3,Male,Not Asked
346,2020,112000.0,07950,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),25,3,None,Male,Not Asked
348,2020,148000.0,85281,Full time employee,Manager,5,3,None,Male,Not Asked
349,2020,98000.0,805,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),7,2 (I worked at another similar position elsewhere before this one),3,Prefer not to say,Not Asked
352,2020,125400.0,55408,Full time employee of a consulting/contracting company,"Developer: Business Intelligence (SSRS, PowerBI, etc)",5,2 (I worked at another similar position elsewhere before this one),More than 5,Male,Not Asked
353,2020,134000.0,750,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",10,4,3,Male,Not Asked
355,2020,135000.0,,Full time employee,Manager,5,3,4,Male,Not Asked
362,2020,83000.0,99205,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",7,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
363,2020,125000.0,77581,"Independent consultant, contractor, freelancer,  or company owner",Architect,20,6 or more,None,Male,Not Asked
364,2020,71400.0,65201,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",2,1 (this is the only company where I've had this kind of position),5,Male,Not Asked
365,2020,95500.0,06824,Full time employee,Developer: T-SQL,8,3,1,Male,Not Asked
366,2020,137000.0,80111,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",20,5,None,Female,Not Asked
367,2020,75000.0,97239,Full time employee,Analyst,3,1 (this is the only company where I've had this kind of position),4,Male,Not Asked
369,2020,94500.0,435,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),25,2 (I worked at another similar position elsewhere before this one),1,Male,Not Asked
370,2020,50000.0,,Full time employee,Analyst,1,1 (this is the only company where I've had this kind of position),More than 5,Male,Not Asked
371,2020,100000.0,480,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,2 (I worked at another similar position elsewhere before this one),None,Male,Not Asked
372,2020,134000.0,,Full time employee,Architect,1,1 (this is the only company where I've had this kind of position),None,Male,Not Asked
373,2020,115000.0,76248,Full time employee of a consulting/contracting company,Engineer,15,6 or more,1,Male,Not Asked
374,2020,78000.0,65714,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,2 (I worked at another similar position elsewhere before this one),1,Male,Not Asked
375,2020,95000.0,19475,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),13,2 (I worked at another similar position elsewhere before this one),None,Male,Not Asked
376,2020,84000.0,74135,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),4,1 (this is the only company where I've had this kind of position),None,Female,Not Asked
377,2020,130000.0,85233,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",11,1 (this is the only company where I've had this kind of position),1,Male,Not Asked
379,2020,105000.0,55102,Full time employee,Developer: T-SQL,30,6 or more,1,Male,Not Asked
381,2020,55000.0,24019,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",3,1 (this is the only company where I've had this kind of position),1,Male,Not Asked
382,2020,102000.0,76002,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),3,3,More than 5,Male,Not Asked
383,2020,125000.0,75201,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",15,5,None,Male,Not Asked
384,2020,72500.0,64506,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),5,2 (I worked at another similar position elsewhere before this one),4,Male,Not Asked
385,2020,110000.0,23321,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),18,4,None,Female,Not Asked
